Date,Open,High,Low,Close,Adj Close,Volume
2009-02-13,66.519997,66.750000,65.029999,65.449997,47.979008,1514100
2009-02-17,64.760002,64.800003,63.110001,63.450001,46.512882,1020200
2009-02-18,66.019997,66.660004,65.589996,66.029999,48.404182,1320000
2009-02-19,67.239998,68.029999,65.739998,66.019997,48.396854,722000
2009-02-20,64.489998,65.099998,63.279999,64.739998,47.458534,1335600
2009-02-23,63.930000,65.000000,61.740002,61.900002,45.376625,896300
2009-02-24,64.800003,66.949997,63.639999,66.660004,48.866009,1657900
2009-02-25,66.000000,66.959999,64.510002,65.540001,48.044991,1107900
2009-02-26,64.220001,64.800003,62.230000,62.599998,45.889790,1821400
2009-02-27,64.160004,64.160004,62.660000,63.139999,46.285625,1312800
2009-03-02,62.389999,62.689999,60.349998,60.660000,44.467636,1127900
2009-03-03,62.000000,62.500000,59.820000,61.009998,44.724209,2037800
2009-03-04,61.560001,61.750000,60.349998,60.950001,44.680233,1183000
2009-03-05,59.750000,60.299999,57.709999,58.689999,43.023491,1309100
2009-03-06,59.099998,59.500000,56.959999,58.250000,42.700951,1568700
2009-03-09,58.349998,58.459999,56.790001,57.680000,42.283100,1227200
2009-03-10,58.119999,60.459999,58.029999,60.180000,44.115761,1062300
2009-03-11,59.410000,60.389999,59.009998,59.619999,43.705242,1325500
2009-03-12,58.389999,60.000000,57.799999,59.770000,43.815216,895000
2009-03-13,61.189999,61.189999,59.330002,60.389999,44.269703,714300
2009-03-16,60.990002,62.270000,60.320000,60.459999,44.321022,1073300
2009-03-17,60.520000,62.400002,60.180000,62.400002,45.743164,1018500
2009-03-18,61.730000,63.900002,60.380001,63.270000,46.380928,1034200
2009-03-19,63.369999,63.369999,61.950001,62.200001,45.596550,766700
2009-03-20,61.500000,62.150002,60.419998,60.599998,44.423653,647900
2009-03-23,63.060001,65.379997,62.730000,65.379997,47.927689,1039100
2009-03-24,64.480003,64.760002,63.330002,63.590000,46.615509,981800
2009-03-25,65.209999,66.860001,64.410004,65.970001,48.360203,1532900
2009-03-26,66.660004,67.269997,65.389999,67.070000,49.713329,1521300
2009-03-27,66.019997,66.959999,65.190002,65.589996,48.616325,633200
2009-03-30,64.800003,64.949997,63.000000,63.529999,47.089413,999500
2009-03-31,65.089996,65.089996,63.139999,63.299999,46.918930,1180600
2009-04-01,66.169998,68.379997,65.900002,67.900002,50.328529,2482900
2009-04-02,69.989998,72.739998,69.559998,71.730003,53.167377,2072500
2009-04-03,73.720001,75.339996,73.639999,75.110001,55.672707,1854200
2009-04-06,74.180000,74.370003,72.830002,73.669998,54.605343,1202200
2009-04-07,73.639999,73.830002,72.519997,73.230003,54.279213,849500
2009-04-08,75.599998,76.209999,74.910004,75.680000,56.095196,1302900
2009-04-09,78.250000,79.320000,78.199997,79.190002,58.696854,943400
2009-04-13,77.519997,78.949997,77.260002,78.709999,58.341061,781800
2009-04-14,76.739998,76.800003,75.459999,75.849998,56.221195,875300
2009-04-15,75.870003,77.180000,75.849998,77.110001,57.155113,551400
2009-04-16,75.839996,77.160004,75.389999,76.690002,56.843807,1032000
2009-04-17,78.570000,78.570000,76.540001,77.139999,57.177353,828800
2009-04-20,77.989998,77.989998,75.400002,75.790001,56.176708,915100
2009-04-21,74.800003,76.529999,74.800003,76.470001,56.680744,528000
2009-04-22,76.129997,79.620003,76.129997,78.290001,58.029762,1221800
2009-04-23,79.970001,80.000000,78.330002,80.000000,59.297249,1218100
2009-04-24,80.010002,81.900002,78.940002,80.919998,59.979160,1865500
2009-04-27,78.099998,79.989998,78.029999,78.589996,58.252117,711900
2009-04-28,76.519997,77.769997,76.279999,76.930000,57.021709,892300
2009-04-29,76.900002,79.239998,76.519997,78.330002,58.059399,1034200
2009-04-30,79.779999,80.709999,78.629997,79.160004,58.674614,1408500
2009-05-01,79.250000,79.400002,78.559998,79.169998,58.682034,875600
2009-05-04,79.989998,81.730003,79.970001,81.589996,60.475765,936100
2009-05-05,80.610001,82.449997,80.610001,82.239998,60.957558,780600
2009-05-06,83.769997,83.940002,82.550003,83.540001,61.921139,1034000
2009-05-07,82.000000,83.339996,79.599998,80.239998,59.475124,1260600
2009-05-08,78.919998,79.720001,77.519997,79.169998,58.682034,1282300
2009-05-11,77.199997,77.449997,76.290001,76.790001,56.917942,906600
2009-05-12,77.110001,77.580002,76.099998,77.050003,57.110661,708800
2009-05-13,75.610001,75.750000,72.779999,73.540001,54.508987,1634300
2009-05-14,73.309998,74.239998,72.500000,73.519997,54.494148,712400
2009-05-15,74.389999,75.339996,73.650002,74.400002,55.146423,565500
2009-05-18,75.099998,76.709999,75.099998,76.470001,56.680744,806500
2009-05-19,77.730003,77.730003,76.580002,76.820000,56.940166,539400
2009-05-20,77.709999,78.089996,76.080002,76.269997,56.532505,949800
2009-05-21,75.769997,76.529999,75.230003,75.830002,56.206375,840900
2009-05-22,76.019997,76.389999,75.260002,75.320000,55.828358,494700
2009-05-26,76.449997,78.309998,75.500000,77.790001,57.659130,807700
2009-05-27,78.779999,78.779999,76.550003,76.900002,56.999481,482100
2009-05-28,78.699997,79.889999,78.400002,79.510002,58.934032,905000
2009-05-29,79.370003,80.300003,78.680000,80.150002,59.408421,721600
2009-06-01,80.980003,82.250000,80.730003,81.720001,60.572124,1046700
2009-06-02,80.889999,81.889999,80.629997,80.989998,60.031036,783100
2009-06-03,79.750000,79.849998,78.220001,78.940002,58.511559,614800
2009-06-04,79.230003,80.019997,78.949997,79.639999,59.030399,450800
2009-06-05,80.790001,80.930000,79.430000,79.800003,59.148994,763700
2009-06-08,80.040001,80.360001,78.660004,79.849998,59.186047,540300
2009-06-09,78.690002,80.099998,78.690002,79.519997,58.941456,541800
2009-06-10,80.000000,80.089996,78.220001,79.040001,58.585670,467000
2009-06-11,79.250000,80.050003,78.809998,79.080002,58.615314,418500
2009-06-12,78.650002,78.839996,78.000000,78.839996,58.437420,232500
2009-06-15,78.059998,78.059998,76.059998,76.669998,56.828983,732900
2009-06-16,76.510002,77.110001,75.620003,75.720001,56.124832,543800
2009-06-17,77.000000,77.169998,75.500000,76.730003,56.873466,516300
2009-06-18,76.489998,76.739998,75.709999,76.269997,56.532505,342800
2009-06-19,76.800003,76.910004,76.209999,76.610001,56.784523,600400
2009-06-22,76.930000,76.930000,74.330002,74.669998,55.346558,814300
2009-06-23,75.389999,75.639999,74.800003,75.150002,55.702354,602300
2009-06-24,75.870003,77.300003,75.519997,76.059998,56.376846,564200
2009-06-25,76.050003,77.879997,75.750000,77.669998,57.570210,611500
2009-06-26,76.300003,77.139999,76.120003,76.339996,56.584381,595300
2009-06-29,74.849998,75.800003,74.849998,75.489998,55.954353,542300
2009-06-30,76.650002,76.650002,74.910004,75.529999,55.984001,694500
2009-07-01,75.029999,76.199997,75.029999,75.300003,55.813541,532400
2009-07-02,74.570000,75.000000,73.629997,74.089996,54.916645,594000
2009-07-06,75.309998,75.970001,75.269997,75.610001,56.043301,404100
2009-07-07,75.769997,75.769997,74.220001,74.449997,55.183483,387800
2009-07-08,74.019997,74.019997,72.900002,73.660004,54.597931,720800
2009-07-09,73.660004,74.139999,73.059998,73.650002,54.590511,302600
2009-07-10,73.239998,73.989998,73.019997,73.760002,54.672062,202800
2009-07-13,73.980003,74.779999,73.279999,74.589996,55.287258,299500
2009-07-14,74.870003,75.610001,74.800003,75.449997,55.924706,403500
2009-07-15,74.860001,75.790001,74.690002,75.610001,56.043301,1275400
2009-07-16,75.410004,75.839996,74.919998,75.470001,55.939526,494600
2009-07-17,75.010002,75.440002,74.709999,75.300003,55.813541,182000
2009-07-20,75.500000,76.389999,75.309998,76.110001,56.413910,274000
2009-07-21,77.339996,77.599998,76.650002,77.519997,57.459015,397000
2009-07-22,76.279999,77.970001,76.279999,77.410004,57.377499,299700
2009-07-23,77.470001,79.889999,77.349998,79.239998,58.733917,842300
2009-07-24,78.650002,80.239998,78.650002,80.059998,59.341698,372100
2009-07-27,80.150002,80.150002,79.000000,79.879997,59.208286,329900
2009-07-28,79.029999,80.389999,79.010002,80.349998,59.556667,284500
2009-07-29,80.400002,82.800003,80.400002,82.620003,61.239231,788600
2009-07-30,83.779999,85.120003,83.050003,84.370003,62.536354,1228400
2009-07-31,84.500000,84.680000,83.430000,84.180000,62.395519,664400
2009-08-03,86.000000,87.669998,85.809998,87.190002,64.626579,672600
2009-08-04,85.860001,86.809998,84.669998,86.660004,64.233742,893000
2009-08-05,83.910004,84.510002,83.470001,84.199997,62.410328,625600
2009-08-06,86.820000,87.000000,85.650002,86.029999,63.766766,495200
2009-08-07,86.010002,86.849998,85.300003,85.320000,63.240501,1081900
2009-08-10,86.540001,86.540001,84.000000,84.779999,62.840237,490800
2009-08-11,85.250000,85.320000,84.290001,85.160004,63.121918,450400
2009-08-12,85.070000,85.540001,84.349998,85.050003,63.040371,661400
2009-08-13,86.000000,86.059998,85.000000,85.889999,63.663013,305600
2009-08-14,86.190002,86.410004,85.110001,85.750000,63.559219,383100
2009-08-17,83.800003,84.160004,83.370003,83.709999,62.047138,403100
2009-08-18,84.820000,86.029999,84.589996,85.860001,63.640770,501100
2009-08-19,84.559998,86.870003,84.559998,86.629997,64.211472,317000
2009-08-20,87.489998,87.550003,86.570000,87.430000,64.804466,375300
2009-08-21,85.510002,86.879997,85.510002,86.339996,63.996548,380300
2009-08-24,86.199997,86.610001,85.580002,85.750000,63.559219,328600
2009-08-25,86.120003,87.150002,86.070000,86.599998,64.189247,347700
2009-08-26,86.470001,87.180000,86.470001,86.910004,64.419029,504000
2009-08-27,86.750000,87.150002,85.690002,86.779999,64.322670,277000
2009-08-28,87.150002,87.150002,85.860001,86.260002,63.937233,231700
2009-08-31,85.300003,85.599998,84.839996,85.190002,63.144142,330300
2009-09-01,85.540001,86.300003,84.279999,84.610001,62.714222,487100
2009-09-02,84.070000,84.470001,83.580002,84.190002,62.402939,372800
2009-09-03,83.699997,83.900002,82.379997,82.980003,61.506054,766300
2009-09-04,82.550003,84.169998,82.550003,83.900002,62.187950,340700
2009-09-08,83.709999,84.080002,83.169998,83.820000,62.128689,319200
2009-09-09,83.099998,83.660004,82.870003,83.260002,61.713596,347200
2009-09-10,84.510002,85.620003,84.250000,85.459999,63.344280,321400
2009-09-11,83.839996,84.879997,83.660004,83.959999,62.232471,321500
2009-09-14,82.959999,83.320000,82.500000,83.110001,61.602425,365600
2009-09-15,82.010002,83.000000,82.010002,82.720001,61.313332,371900
2009-09-16,82.760002,82.779999,81.750000,82.459999,61.120625,830200
2009-09-17,82.360001,83.070000,82.110001,82.610001,61.231796,332000
2009-09-18,84.769997,84.769997,83.330002,83.580002,61.950790,220600
2009-09-21,82.730003,83.089996,82.449997,82.690002,61.291119,323000
2009-09-22,83.339996,83.639999,82.800003,82.889999,61.439350,697100
2009-09-23,83.000000,83.000000,82.059998,82.320000,61.016846,1207000
2009-09-24,83.940002,83.940002,81.629997,82.230003,60.950142,749900
2009-09-25,81.540001,82.300003,80.620003,81.099998,60.536617,695100
2009-09-28,80.279999,81.180000,80.099998,80.629997,60.616371,410200
2009-09-29,79.730003,79.790001,78.889999,79.320000,59.631535,502600
2009-09-30,78.959999,79.610001,78.269997,78.570000,59.067696,883900
2009-10-01,78.370003,78.370003,76.779999,76.839996,57.767117,698000
2009-10-02,75.209999,75.750000,75.000000,75.190002,56.526669,567900
2009-10-05,75.000000,75.190002,74.139999,75.070000,56.436447,844800
2009-10-06,76.989998,77.459999,76.180000,77.269997,58.090378,905300
2009-10-07,76.980003,77.900002,76.730003,77.419998,58.203144,533700
2009-10-08,78.769997,79.489998,78.550003,78.809998,59.248127,586400
2009-10-09,78.320000,78.660004,77.769997,78.300003,58.864727,462000
2009-10-12,78.529999,79.419998,78.529999,78.930000,59.338345,382700
2009-10-13,79.919998,80.370003,79.610001,79.930000,60.090115,425000
2009-10-14,80.080002,80.500000,80.000000,80.370003,60.420914,338700
2009-10-15,80.070000,80.739998,80.070000,80.580002,60.578785,494500
2009-10-16,79.260002,79.419998,78.610001,79.139999,59.496216,386800
2009-10-19,79.900002,80.599998,79.449997,80.309998,60.375793,307000
2009-10-20,79.980003,79.980003,78.040001,78.779999,59.225571,363100
2009-10-21,78.720001,79.790001,78.720001,78.870003,59.293221,303400
2009-10-22,79.279999,80.070000,78.570000,79.889999,60.060059,362200
2009-10-23,78.500000,78.940002,77.269997,77.660004,58.383583,550500
2009-10-26,79.400002,79.680000,77.779999,78.250000,58.827126,369800
2009-10-27,79.139999,79.639999,78.580002,79.150002,59.503735,579200
2009-10-28,78.279999,78.779999,77.620003,77.730003,58.436199,462200
2009-10-29,79.110001,80.400002,79.110001,80.080002,60.202896,680700
2009-10-30,80.209999,80.440002,77.949997,78.889999,59.308250,745500
2009-11-02,80.010002,80.010002,78.389999,79.120003,59.481178,632100
2009-11-03,78.360001,79.160004,78.040001,79.070000,59.443577,352600
2009-11-04,79.589996,80.379997,79.269997,79.459999,59.736786,802300
2009-11-05,80.510002,80.730003,80.000000,80.580002,60.578785,444100
2009-11-06,77.889999,78.309998,77.379997,78.160004,58.759468,579800
2009-11-09,77.699997,79.269997,77.699997,79.120003,59.481178,317700
2009-11-10,76.190002,76.790001,76.120003,76.400002,57.436329,659900
2009-11-11,76.599998,77.500000,76.500000,76.790001,57.729511,640700
2009-11-12,77.830002,78.489998,77.519997,77.720001,58.428669,504300
2009-11-13,77.970001,78.599998,77.699997,78.250000,58.827126,333600
2009-11-16,79.000000,80.680000,78.709999,80.199997,60.293102,356600
2009-11-17,80.019997,80.309998,79.440002,80.309998,60.375793,203000
2009-11-18,79.739998,79.809998,78.900002,79.389999,59.684155,239000
2009-11-19,78.680000,78.680000,77.000000,77.510002,58.270809,443700
2009-11-20,77.650002,77.650002,76.900002,76.970001,57.864853,295400
2009-11-23,77.639999,78.239998,77.059998,77.480003,58.248253,449600
2009-11-24,76.510002,76.989998,75.790001,76.050003,57.173195,367800
2009-11-25,77.519997,77.860001,77.019997,77.860001,58.533924,321500
2009-11-27,75.910004,77.300003,75.910004,77.019997,57.902424,185600
2009-11-30,79.059998,79.099998,78.099998,78.540001,59.045147,491800
2009-12-01,80.070000,81.570000,79.830002,81.449997,61.232826,635500
2009-12-02,81.220001,82.360001,81.220001,81.980003,61.631294,460600
2009-12-03,85.160004,85.589996,84.410004,84.589996,63.593433,689800
2009-12-04,84.809998,85.699997,83.769997,84.300003,63.375427,742900
2009-12-07,83.940002,83.949997,82.639999,82.900002,62.322922,596300
2009-12-08,83.919998,84.000000,83.000000,83.599998,62.849178,572500
2009-12-09,83.519997,84.099998,83.290001,84.019997,63.164902,565300
2009-12-10,83.739998,84.000000,83.320000,83.419998,62.713844,243500
2009-12-11,84.000000,84.489998,83.820000,84.339996,63.405491,399500
2009-12-14,83.669998,83.769997,83.080002,83.489998,62.766483,352200
2009-12-15,82.940002,83.410004,82.169998,83.190002,62.540947,327400
2009-12-16,84.250000,84.500000,83.889999,84.129997,63.247593,277000
2009-12-17,83.019997,83.370003,82.809998,83.110001,62.480789,186000
2009-12-18,82.760002,83.180000,82.500000,82.919998,62.337967,259600
2009-12-21,82.769997,82.889999,82.180000,82.360001,61.916954,245700
2009-12-22,82.910004,83.550003,82.610001,83.410004,62.706337,340500
2009-12-23,83.620003,84.129997,83.309998,83.750000,62.961941,202300
2009-12-24,84.529999,84.959999,84.500000,84.910004,63.834000,156400
2009-12-28,84.339996,84.889999,84.169998,84.550003,63.563374,131100
2009-12-29,84.599998,85.070000,84.599998,85.059998,63.946770,151500
2009-12-30,83.900002,84.529999,83.900002,84.410004,63.458138,106700
2009-12-31,85.160004,85.160004,84.160004,84.160004,63.270168,223400
2010-01-04,84.750000,85.169998,84.709999,85.080002,63.961811,258800
2010-01-05,83.169998,83.900002,83.010002,83.769997,62.976967,466000
2010-01-06,84.349998,85.070000,84.199997,84.839996,63.781372,390000
2010-01-07,83.110001,83.839996,83.110001,83.790001,62.992004,377700
2010-01-08,84.500000,85.889999,84.500000,85.760002,64.473022,351900
2010-01-11,86.129997,86.500000,85.349998,86.199997,64.803787,326900
2010-01-12,89.430000,89.570000,88.550003,89.500000,67.284691,906700
2010-01-13,88.989998,89.570000,88.599998,89.190002,67.051643,293400
2010-01-14,89.519997,91.290001,89.519997,90.930000,68.359749,558800
2010-01-15,91.879997,91.879997,90.510002,91.139999,68.517624,596400
2010-01-19,90.959999,91.970001,90.959999,91.779999,68.998772,275600
2010-01-20,90.720001,90.730003,88.879997,89.370003,67.186966,415000
2010-01-21,91.169998,91.500000,89.639999,90.419998,67.976349,553800
2010-01-22,89.779999,89.779999,88.010002,88.169998,66.284821,528600
2010-01-25,88.379997,88.489998,87.250000,87.709999,65.939003,331800
2010-01-26,86.750000,87.339996,86.339996,86.779999,65.239853,299800
2010-01-27,81.430000,82.639999,78.800003,79.769997,59.969833,3481200
2010-01-28,78.160004,79.699997,76.629997,77.669998,58.391090,4039700
2010-01-29,77.900002,77.900002,76.510002,77.000000,57.887394,2530400
2010-02-01,78.989998,80.589996,78.769997,79.940002,60.097633,2984200
2010-02-02,80.489998,80.790001,76.660004,78.180000,58.774494,3520900
2010-02-03,75.699997,76.239998,71.900002,73.489998,55.248638,18582700
2010-02-04,72.440002,73.320000,71.000000,71.779999,53.963074,11087400
2010-02-05,73.089996,74.809998,72.080002,74.709999,56.165806,7523700
2010-02-08,73.930000,74.199997,72.410004,72.849998,54.767483,3695200
2010-02-09,75.000000,75.540001,74.150002,74.599998,56.083115,4545800
2010-02-10,75.820000,76.120003,75.000000,75.690002,56.902550,3013000
2010-02-11,75.949997,76.000000,74.949997,76.000000,57.135609,2186600
2010-02-12,76.260002,77.080002,75.849998,77.050003,57.924984,2364900
2010-02-16,76.739998,76.980003,75.800003,76.010002,57.143120,1977600
2010-02-17,74.989998,74.989998,72.750000,74.150002,55.744804,4396900
2010-02-18,72.900002,74.000000,72.489998,73.440002,55.211040,3126600
2010-02-19,73.449997,73.730003,72.889999,73.349998,55.143383,1994100
2010-02-22,73.180000,73.459999,72.720001,72.930000,54.827637,1529100
2010-02-23,72.690002,72.779999,71.239998,71.550003,53.790176,3823700
2010-02-24,72.419998,74.580002,72.309998,74.330002,55.880131,5973500
2010-02-25,73.440002,74.099998,72.809998,73.900002,55.556866,2399500
2010-02-26,74.699997,74.949997,74.099998,74.830002,56.256016,1691300
2010-03-01,74.250000,74.349998,73.019997,73.639999,55.361401,2749200
2010-03-02,74.209999,74.949997,73.860001,74.419998,55.947800,1820400
2010-03-03,76.930000,77.389999,76.260002,76.940002,57.842285,2881100
2010-03-04,76.540001,76.660004,74.849998,75.419998,56.699593,3482600
2010-03-05,75.800003,77.139999,75.440002,76.940002,57.842285,2295200
2010-03-08,77.610001,77.949997,77.519997,77.940002,58.594070,1191700
2010-03-09,76.830002,77.169998,76.330002,76.669998,57.639301,2457300
2010-03-10,76.589996,76.589996,75.919998,76.360001,57.406246,1489000
2010-03-11,76.059998,77.110001,76.000000,76.940002,57.842285,1042100
2010-03-12,77.449997,77.470001,76.769997,76.989998,57.879883,839100
2010-03-15,77.360001,78.199997,77.010002,78.089996,58.706821,1412600
2010-03-16,78.529999,79.500000,78.070000,79.430000,59.714233,1434400
2010-03-17,79.500000,79.500000,78.709999,79.300003,59.616501,1174100
2010-03-18,78.980003,79.139999,78.250000,78.809998,59.248127,943100
2010-03-19,79.559998,79.599998,78.500000,79.559998,59.811962,1202600
2010-03-22,79.040001,80.379997,78.849998,80.190002,60.285587,1248900
2010-03-23,80.940002,82.349998,80.760002,82.349998,61.909451,2021600
2010-03-24,81.870003,82.459999,81.089996,81.580002,61.330563,1172400
2010-03-25,80.779999,81.360001,80.199997,80.330002,60.390835,1107600
2010-03-26,80.800003,81.239998,80.400002,80.750000,61.241005,774000
2010-03-29,80.800003,81.000000,80.360001,80.980003,61.952885,601100
2010-03-30,81.150002,81.669998,81.040001,81.250000,62.159439,707700
2010-03-31,80.730003,80.809998,80.269997,80.419998,61.524456,839400
2010-04-01,79.919998,81.150002,79.750000,80.489998,61.578003,1513000
2010-04-05,81.000000,81.650002,79.540001,81.260002,62.167122,2937700
2010-04-06,80.910004,81.389999,80.550003,80.839996,61.845776,1190600
2010-04-07,80.519997,80.529999,79.580002,79.919998,61.141937,1010100
2010-04-08,79.349998,79.650002,78.790001,79.480003,60.805340,760800
2010-04-09,79.480003,80.199997,79.190002,79.919998,61.141937,579500
2010-04-12,79.889999,80.160004,79.470001,79.550003,60.858887,865900
2010-04-13,78.980003,79.099998,78.269997,79.029999,60.461056,1595600
2010-04-14,79.779999,80.360001,79.330002,80.330002,61.455605,1949600
2010-04-15,79.800003,80.239998,79.570000,80.059998,61.249054,1064300
2010-04-16,79.980003,80.209999,79.209999,79.370003,60.721169,1422700
2010-04-19,78.830002,79.360001,78.339996,79.059998,60.484013,939100
2010-04-20,79.360001,79.440002,78.669998,78.760002,60.254509,817700
2010-04-21,78.540001,78.699997,77.830002,78.089996,59.741909,1067600
2010-04-22,77.379997,77.389999,76.400002,77.199997,59.061050,979900
2010-04-23,76.360001,77.809998,76.160004,77.639999,59.397648,913300
2010-04-26,78.959999,79.300003,78.669998,78.820000,60.300400,1188000
2010-04-27,78.510002,78.820000,76.839996,76.989998,58.900387,966500
2010-04-28,77.480003,77.620003,76.489998,76.839996,58.785633,853900
2010-04-29,77.459999,78.349998,77.360001,78.110001,59.757225,518400
2010-04-30,78.599998,78.599998,77.010002,77.089996,58.976868,611000
2010-05-03,77.330002,77.930000,77.230003,77.690002,59.435913,514500
2010-05-04,76.919998,76.919998,75.510002,76.089996,58.211834,727600
2010-05-05,75.209999,76.480003,74.900002,75.769997,57.967030,848100
2010-05-06,75.629997,76.209999,72.500000,75.129997,57.477413,1448400
2010-05-07,75.129997,75.879997,73.709999,74.889999,57.293804,1281000
2010-05-10,76.519997,77.599998,76.500000,76.750000,58.716763,939900
2010-05-11,76.739998,78.290001,76.500000,77.459999,59.259953,1083300
2010-05-12,77.889999,78.559998,77.779999,78.339996,59.933189,994600
2010-05-13,77.269997,77.570000,76.690002,76.779999,58.739704,1084300
2010-05-14,76.220001,76.279999,75.099998,75.480003,57.745178,972700
2010-05-17,76.690002,77.250000,75.800003,76.879997,58.816235,859300
2010-05-18,77.199997,77.199997,75.279999,75.570000,57.814030,540800
2010-05-19,75.830002,76.129997,75.000000,75.709999,57.921143,1335600
2010-05-20,74.440002,74.940002,73.570000,74.000000,56.612919,1626900
2010-05-21,73.169998,75.720001,73.040001,75.589996,57.829319,1142800
2010-05-24,74.580002,75.580002,74.349998,74.500000,56.995419,1099100
2010-05-25,73.150002,74.239998,72.800003,74.089996,56.681767,1043500
2010-05-26,72.639999,73.129997,71.809998,72.010002,55.090485,1467000
2010-05-27,72.769997,73.809998,72.550003,73.739998,56.413990,952500
2010-05-28,72.800003,73.389999,72.150002,72.339996,55.342937,840700
2010-06-01,71.930000,72.820000,71.519997,71.519997,54.715614,1022600
2010-06-02,71.040001,72.050003,70.279999,72.050003,55.121090,1415000
2010-06-03,72.570000,73.209999,72.309998,72.720001,55.633659,721600
2010-06-04,71.199997,71.680000,70.930000,71.099998,54.394299,825900
2010-06-07,70.330002,70.820000,69.389999,69.470001,53.147289,849700
2010-06-08,69.389999,70.470001,69.290001,70.379997,53.843472,600100
2010-06-09,69.820000,70.639999,69.250000,69.480003,53.154942,886200
2010-06-10,70.320000,71.190002,70.320000,71.070000,54.371349,788900
2010-06-11,70.629997,71.019997,70.190002,70.809998,54.172440,376500
2010-06-14,71.320000,71.739998,70.919998,71.019997,54.333099,522800
2010-06-15,72.190002,73.110001,72.000000,73.040001,55.878471,621500
2010-06-16,72.949997,73.000000,72.410004,72.779999,55.679569,307000
2010-06-17,73.010002,73.010002,72.000000,72.309998,55.319988,525100
2010-06-18,71.639999,72.019997,71.419998,71.449997,54.662064,1035200
2010-06-21,72.250000,72.570000,71.680000,71.860001,54.975739,568300
2010-06-22,71.900002,72.400002,71.120003,71.269997,54.524349,367300
2010-06-23,71.360001,71.489998,70.519997,70.849998,54.203033,493500
2010-06-24,70.830002,70.910004,70.169998,70.430000,53.881729,409100
2010-06-25,70.180000,70.279999,69.680000,70.000000,53.552750,446600
2010-06-28,69.550003,69.800003,69.339996,69.449997,53.131985,508300
2010-06-29,69.019997,69.180000,68.050003,68.480003,52.389896,1016800
2010-06-30,69.010002,69.849998,68.339996,68.570000,52.458748,1090300
2010-07-01,68.440002,69.110001,68.199997,68.699997,52.558205,807100
2010-07-02,68.970001,69.230003,68.019997,68.260002,52.221581,710300
2010-07-06,70.199997,70.830002,69.419998,70.029999,53.575710,827100
2010-07-07,70.110001,71.129997,70.029999,71.000000,54.317799,631000
2010-07-08,70.959999,71.209999,70.370003,71.209999,54.478447,371600
2010-07-09,70.449997,71.120003,70.320000,71.070000,54.371349,309000
2010-07-12,70.800003,71.480003,70.650002,71.070000,54.371349,398700
2010-07-13,71.129997,72.139999,71.070000,71.720001,54.868626,964400
2010-07-14,73.040001,73.339996,72.349998,73.339996,56.107983,858900
2010-07-15,72.500000,72.500000,71.769997,72.400002,55.388847,683700
2010-07-16,71.889999,72.000000,70.000000,70.750000,54.126534,491200
2010-07-19,70.879997,71.500000,70.599998,71.220001,54.486107,465700
2010-07-20,70.099998,70.209999,69.470001,70.190002,53.698120,987600
2010-07-21,69.800003,70.000000,68.910004,69.169998,52.917767,884300
2010-07-22,70.459999,70.989998,70.250000,70.739998,54.118889,486300
2010-07-23,71.010002,71.720001,70.650002,71.309998,54.554958,1010800
2010-07-26,70.910004,71.889999,70.559998,70.900002,54.241291,664900
2010-07-27,70.459999,70.459999,69.769997,69.900002,53.476254,798100
